id,customer_id,merchant_id,device_id,amount,currency,channel,status,txn_lat,txn_lon,txn_city,txn_country,ip_address,created_at,fraud_label,fraud_type
txn_0086456,cust_000960,merch_00879,dev_002610,50.0,INR,upi,success,19.138744299291833,72.87839013579516,Mumbai,IN,17.213.77.159,2026-03-20 07:31:54.182437,0,none
txn_0067831,cust_000685,merch_00662,dev_002099,1045.59,INR,card,success,28.772918289269317,77.09048073255939,Delhi,IN,23.48.165.245,2026-05-03 15:27:17.182437,0,none
txn_0093876,cust_008041,merch_00701,dev_004025,5182.42,INR,card,success,22.585597764987885,88.3753616507021,Kolkata,IN,17.127.15.212,2026-07-11 18:50:05.182437,0,none
txn_0083311,cust_003256,merch_00859,,1869.41,INR,card,success,28.6770034391228,77.12098581016002,Delhi,IN,58.5.177.68,2026-07-15 10:01:31.182437,0,none
txn_0026317,cust_004406,merch_00222,,161.78,INR,card,success,23.278591677938042,77.41828577328887,Bhopal,IN,19.223.202.162,2026-05-06 21:30:42.182437,0,none
txn_0099954,cust_002098,merch_00514,,50.91,INR,card,failed,12.9716,77.5946,Bengaluru,IN,181.12.114.185,2026-04-02 20:06:20.182437,1,card_testing
txn_0071263,cust_009627,merch_00556,dev_001781,2147.63,INR,wallet,success,17.413707747910944,78.47698230621994,Hyderabad,IN,66.158.11.116,2026-07-06 17:19:16.182437,0,none
txn_0034892,cust_009676,merch_00794,,349.02,INR,card,success,26.856764981568755,80.9553952754396,Lucknow,IN,26.176.84.252,2026-06-30 07:37:31.182437,0,none
txn_0042258,cust_006910,merch_00794,dev_000312,1010.18,INR,wallet,success,23.038381828467283,72.6065102239015,Ahmedabad,IN,203.50.80.42,2026-06-04 01:18:56.182437,0,none
txn_0073882,cust_002688,merch_00891,,1391.68,INR,wallet,success,28.717245416917223,77.09229353667952,Delhi,IN,136.173.45.254,2026-08-11 15:54:45.182437,0,none
txn_0008690,cust_009399,merch_00505,dev_003314,832.8,INR,card,success,12.994840494220668,77.59021528987965,Bengaluru,IN,195.37.110.105,2026-07-14 18:02:05.182437,0,none
txn_0001230,cust_005350,merch_00713,,397.36,INR,wallet,success,22.520671085273282,88.37688504506086,Kolkata,IN,57.165.212.46,2026-06-08 05:26:51.182437,0,none
txn_0079840,cust_001807,merch_00444,dev_002134,5933.3,INR,netbanking,success,26.829001869020583,80.9335081063195,Lucknow,IN,12.95.122.232,2026-03-04 05:32:38.182437,0,none
txn_0074593,cust_000042,merch_00388,dev_002259,667.58,INR,upi,success,26.83985636358281,80.97204592761358,Lucknow,IN,139.253.109.115,2026-04-19 03:11:55.182437,0,none
txn_0081063,cust_008330,merch_00598,dev_001932,286.86,INR,wallet,success,30.734830173316986,76.76625444469606,Chandigarh,IN,201.1.244.38,2026-05-22 10:33:45.182437,0,none
txn_0082842,cust_003223,merch_00474,,333.71,INR,netbanking,success,26.956710635580222,75.75142382628334,Jaipur,IN,209.62.75.134,2026-07-28 18:24:15.182437,0,none
txn_0020770,cust_000441,merch_00993,dev_003292,767.64,INR,netbanking,success,26.864855419779406,80.96752907278598,Lucknow,IN,121.53.159.118,2026-04-17 18:04:19.182437,0,none
txn_0081065,cust_006326,merch_00038,dev_002991,1941.48,INR,netbanking,success,18.468899912674967,73.86937468023189,Pune,IN,199.45.149.173,2026-06-17 13:47:40.182437,0,none
txn_0094908,cust_005781,merch_00758,dev_ring_2a6c79d0,8134.5,INR,upi,success,13.0827,80.2707,Chennai,IN,155.18.18.137,2026-05-27 18:54:35.182437,1,fraud_ring
txn_0050312,cust_002576,merch_00831,dev_000378,4034.49,INR,netbanking,success,17.411665099090488,78.510468507667,Hyderabad,IN,72.26.83.12,2026-05-07 21:27:57.182437,0,none
txn_0008950,cust_000590,merch_00088,dev_004550,2904.79,INR,netbanking,success,12.958816942847344,77.6450068149498,Bengaluru,IN,207.35.22.105,2026-03-15 21:57:40.182437,0,none
txn_0008768,cust_007257,merch_00374,,2062.34,INR,card,success,12.995644653509773,77.59755348885473,Bengaluru,IN,44.199.174.41,2026-06-04 06:46:35.182437,0,none
txn_0075056,cust_007462,merch_00920,dev_001290,1424.42,INR,card,success,13.065586902720867,80.26539729536044,Chennai,IN,35.86.199.228,2026-03-14 13:41:41.182437,0,none
txn_0015302,cust_008713,merch_00550,dev_004883,50.0,INR,netbanking,success,28.760659354322893,77.10181347558819,Delhi,IN,20.80.67.220,2026-08-22 06:07:41.182437,0,none
txn_0033564,cust_006282,merch_00796,dev_002707,923.96,INR,wallet,success,26.898216531795352,75.82510505145854,Jaipur,IN,65.68.105.133,2026-08-15 11:13:31.182437,0,none
txn_0045504,cust_008459,merch_00313,,2134.06,INR,card,success,12.943534634475952,77.63729216169243,Bengaluru,IN,103.193.9.159,2026-03-27 16:16:28.182437,0,none
txn_0021501,cust_003505,merch_00914,dev_004005,1940.64,INR,card,success,13.091954273081988,80.25843719369462,Chennai,IN,4.18.146.202,2026-07-25 15:26:57.182437,0,none
txn_0034223,cust_009954,merch_00469,,467.86,INR,card,success,11.603426280626715,92.78892346311508,Port Blair,IN,92.143.124.105,2026-07-05 00:56:43.182437,0,none
txn_0082734,cust_004809,merch_00631,,1017.1,INR,card,success,9.935749931374298,76.2579786168399,Kochi,IN,143.3.221.238,2026-03-13 22:18:17.182437,0,none
txn_0022711,cust_004685,merch_00899,,1275.85,INR,netbanking,success,23.202269193864122,77.41241956305178,Bhopal,IN,111.230.19.190,2026-06-29 04:30:47.182437,0,none
txn_0086110,cust_008208,merch_00125,,315.92,INR,wallet,success,23.098485531894625,72.55743618357714,Ahmedabad,IN,120.237.234.82,2026-05-06 22:46:48.182437,0,none
txn_0036250,cust_006403,merch_00973,dev_003602,3609.38,INR,wallet,success,19.087156702087903,72.88922665204248,Mumbai,IN,35.191.240.37,2026-07-03 09:05:54.182437,0,none
txn_0000833,cust_001520,merch_00981,dev_002543,530.16,INR,wallet,success,13.006058844289552,77.57891710589979,Bengaluru,IN,20.101.117.79,2026-06-15 15:26:43.182437,0,none
txn_0053360,cust_002693,merch_00893,,314.99,INR,wallet,success,30.723415158765103,76.78392641843888,Chandigarh,IN,203.163.182.49,2026-07-20 04:13:39.182437,0,none
txn_0037762,cust_000103,merch_00624,,1092.72,INR,wallet,success,26.078830476017828,91.76757944313026,Guwahati,IN,39.177.244.164,2026-06-23 04:47:20.182437,0,none
txn_0068784,cust_004750,merch_00644,dev_000050,415.63,INR,netbanking,success,22.622798238586693,88.31386590761215,Kolkata,IN,23.104.47.145,2026-05-21 21:50:24.182437,0,none
txn_0060939,cust_007664,merch_00170,dev_000968,268.91,INR,netbanking,success,9.92708023499868,76.28851475075335,Kochi,IN,57.9.130.238,2026-07-31 12:03:42.182437,0,none
txn_0062109,cust_006255,merch_00036,,2185.4,INR,wallet,success,18.537591445665313,73.86726770380342,Pune,IN,102.141.107.84,2026-07-01 00:49:37.182437,0,none
txn_0057035,cust_003547,merch_00920,dev_003908,2279.26,INR,upi,success,23.02980187045182,72.60581767932548,Ahmedabad,IN,53.161.45.112,2026-08-07 18:46:33.182437,0,none
txn_0066413,cust_007105,merch_00084,,1197.01,INR,wallet,success,26.15919294130569,91.72590300641079,Guwahati,IN,77.1.44.197,2026-08-01 12:23:47.182437,0,none
txn_0026698,cust_001604,merch_00294,,1515.51,INR,wallet,success,12.944547416881553,77.56646103116806,Bengaluru,IN,197.72.38.193,2026-03-14 19:43:41.182437,0,none
txn_0023211,cust_005229,merch_00273,,290.42,INR,wallet,success,18.484986130117225,73.85219838369409,Pune,IN,163.94.161.36,2026-06-12 06:12:08.182437,0,none
txn_0011081,cust_008923,merch_00400,,554.21,INR,wallet,success,28.796784148913947,77.13572263391795,Delhi,IN,195.247.111.29,2026-03-30 14:30:24.182437,0,none
txn_0085942,cust_006663,merch_00457,dev_001248,362.22,INR,netbanking,success,23.035147369751385,72.55495320376409,Ahmedabad,IN,46.50.29.206,2026-06-09 07:36:53.182437,0,none
txn_0002514,cust_009180,merch_00905,dev_000405,6197.46,INR,card,success,26.86312261512523,80.92876328699494,Lucknow,IN,37.190.200.146,2026-08-19 08:41:08.182437,0,none
txn_0043583,cust_003475,merch_00526,,1472.19,INR,card,success,17.40630201085193,78.54934310128479,Hyderabad,IN,59.6.236.243,2026-05-26 08:29:00.182437,0,none
txn_0043847,cust_000666,merch_00443,dev_003315,959.11,INR,netbanking,success,19.094614836916705,72.89313699977858,Mumbai,IN,39.60.35.232,2026-05-24 09:35:33.182437,0,none
txn_0002527,cust_008126,merch_00665,,693.98,INR,wallet,success,30.792885902278854,76.7270623632019,Chandigarh,IN,210.227.183.243,2026-04-01 18:35:42.182437,0,none
txn_0024088,cust_002568,merch_00225,,3691.29,INR,upi,success,18.55293247319783,73.8343769307849,Pune,IN,109.3.255.151,2026-04-07 15:47:20.182437,0,none
txn_0016372,cust_003506,merch_00132,dev_000598,485.43,INR,upi,success,23.088198270923527,72.56623285332299,Ahmedabad,IN,122.21.25.206,2026-04-18 20:40:07.182437,0,none
txn_0085105,cust_002163,merch_00969,,232.07,INR,card,success,28.759108281191935,77.12620043208598,Delhi,IN,18.194.162.128,2026-05-15 23:09:04.182437,0,none
txn_0082165,cust_008073,merch_00194,dev_001345,1005.93,INR,netbanking,success,13.04613770784673,80.22023502278893,Chennai,IN,169.171.190.178,2026-03-02 00:30:49.182437,0,none
txn_0021212,cust_005341,merch_00544,,677.32,INR,wallet,success,17.40635627096887,78.45112543145717,Hyderabad,IN,187.103.164.14,2026-07-14 12:02:21.182437,0,none
txn_0029450,cust_003109,merch_00531,,590.34,INR,upi,success,19.03339821437893,72.88230127201031,Mumbai,IN,175.212.151.40,2026-08-15 08:52:05.182437,0,none
txn_0013659,cust_001083,merch_00409,,203.39,INR,upi,success,22.578981915917286,88.32827798657182,Kolkata,IN,71.164.73.222,2026-06-30 21:52:59.182437,0,none
txn_0014522,cust_003786,merch_00371,dev_004382,2277.55,INR,card,success,12.921971937678391,77.66215731221338,Bengaluru,IN,56.209.253.221,2026-07-30 01:15:20.182437,0,none
txn_0060855,cust_007545,merch_00711,dev_003947,1053.48,INR,upi,success,17.37568102913531,78.50428212308309,Hyderabad,IN,174.153.21.232,2026-04-07 22:57:32.182437,0,none
txn_0005562,cust_009152,merch_00088,,2205.28,INR,card,success,19.07052425534552,72.91896731584355,Mumbai,IN,44.165.189.232,2026-05-30 21:48:23.182437,0,none
txn_0079919,cust_004548,merch_00380,,310.4,INR,upi,success,26.861625218853074,75.81840791305702,Jaipur,IN,5.150.220.156,2026-06-01 02:22:44.182437,0,none
txn_0019418,cust_008867,merch_00867,,128.71,INR,card,success,28.752942244332615,77.07513221437472,Delhi,IN,159.246.249.148,2026-04-23 13:49:46.182437,0,none
txn_0010650,cust_006893,merch_00118,dev_001225,1009.31,INR,upi,success,28.733238869793915,77.0700332765665,Delhi,IN,104.65.197.165,2026-08-13 21:51:58.182437,0,none
txn_0000804,cust_004091,merch_00650,dev_002945,2550.19,INR,card,success,28.72327614660052,77.1012878429789,Delhi,IN,34.196.208.85,2026-04-06 04:01:45.182437,0,none
txn_0018035,cust_003204,merch_00577,,201.48,INR,card,success,30.7083721956581,76.79038144279254,Chandigarh,IN,195.194.182.164,2026-05-14 21:35:08.182437,0,none
txn_0087662,cust_002406,merch_00813,,651.04,INR,upi,success,30.781125004282394,76.75862718883741,Chandigarh,IN,218.149.61.79,2026-07-15 10:06:46.182437,0,none
txn_0082726,cust_005125,merch_00527,,887.42,INR,netbanking,success,30.721598189512743,76.75397591108293,Chandigarh,IN,49.148.43.83,2026-08-07 22:39:50.182437,0,none
txn_0002662,cust_001703,merch_00289,,204.31,INR,wallet,success,12.902845485549026,77.63456349797379,Bengaluru,IN,122.18.174.170,2026-08-23 14:02:10.182437,0,none
txn_0022819,cust_002171,merch_00880,,2378.02,INR,wallet,success,11.645004841360324,92.70252242219927,Port Blair,IN,147.124.175.213,2026-04-08 05:22:36.182437,0,none
txn_0095624,cust_006723,merch_00707,dev_001768,6974.43,INR,card,success,19.076,72.8777,Mumbai,IN,202.98.77.200,2026-04-17 21:32:49.182437,1,velocity_attack
txn_0017150,cust_006005,merch_00751,,791.56,INR,wallet,success,9.921045542913834,76.26673573129104,Kochi,IN,88.151.190.69,2026-04-06 06:31:14.182437,0,none
txn_0054802,cust_005953,merch_00138,,759.6,INR,upi,success,18.543340373911494,73.79935542970698,Pune,IN,3.71.234.185,2026-04-09 18:21:34.182437,0,none
txn_0084684,cust_005497,merch_00916,,832.25,INR,card,success,28.70107871562695,77.08998260307162,Delhi,IN,167.68.243.49,2026-04-07 11:24:40.182437,0,none
txn_0048823,cust_004269,merch_00898,dev_001051,629.97,INR,upi,success,26.151774914832433,91.73486489772299,Guwahati,IN,78.77.67.60,2026-06-18 00:32:45.182437,0,none
txn_0082115,cust_006724,merch_00305,,994.73,INR,upi,success,18.499144809837677,73.88891414377294,Pune,IN,61.223.42.62,2026-03-21 05:35:17.182437,0,none
txn_0015460,cust_008999,merch_00781,,5233.16,INR,wallet,success,28.702429325168143,77.1869226418552,Delhi,IN,63.145.72.149,2026-07-13 21:57:19.182437,0,none
txn_0097365,cust_001737,merch_00992,dev_003592,3183.83,INR,card,success,26.8467,80.9462,Lucknow,IN,109.157.143.221,2026-06-29 03:54:28.182437,1,velocity_attack
txn_0042647,cust_002742,merch_00069,,1019.04,INR,card,success,19.134903646532557,72.92388111641401,Mumbai,IN,86.58.184.129,2026-08-17 03:08:17.182437,0,none
txn_0000651,cust_005989,merch_00518,dev_001994,2712.93,INR,card,success,17.380592902073104,78.5522692420832,Hyderabad,IN,75.134.76.85,2026-07-23 14:30:19.182437,0,none
txn_0016879,cust_001954,merch_00859,dev_001523,1923.63,INR,wallet,success,19.08643811096905,72.87839818608091,Mumbai,IN,29.126.168.150,2026-08-12 13:43:23.182437,0,none
txn_0006606,cust_008830,merch_00871,,3075.37,INR,card,success,23.260239400390045,77.45898030759622,Bhopal,IN,28.147.99.46,2026-03-16 13:50:36.182437,0,none
txn_0034089,cust_002979,merch_00998,,341.2,INR,wallet,success,19.06190624401684,72.88577009895789,Mumbai,IN,200.217.32.116,2026-08-21 20:24:09.182437,0,none
txn_0037854,cust_006575,merch_00201,dev_003641,1846.96,INR,upi,success,9.92517688411078,76.24237179170169,Kochi,IN,142.22.141.78,2026-06-05 01:40:29.182437,0,none
txn_0072993,cust_007313,merch_00928,,2704.41,INR,netbanking,success,11.616481908280829,92.73147562256176,Port Blair,IN,117.6.53.116,2026-04-02 17:37:46.182437,0,none
txn_0002212,cust_002450,merch_00272,,2573.05,INR,upi,success,17.449339783417802,78.52127628973525,Hyderabad,IN,96.76.251.87,2026-03-28 21:05:39.182437,0,none
txn_0079903,cust_009719,merch_00479,,2015.62,INR,wallet,success,26.134169355065524,91.71561494416322,Guwahati,IN,21.245.44.234,2026-07-31 11:45:01.182437,0,none
txn_0046376,cust_008474,merch_00848,,1265.85,INR,wallet,success,13.005912812211616,77.58264028004662,Bengaluru,IN,195.1.64.172,2026-08-07 18:52:03.182437,0,none
txn_0100277,cust_004573,merch_00340,,29.85,INR,card,failed,19.076,72.8777,Mumbai,IN,58.145.24.104,2026-04-16 16:44:49.182437,1,card_testing
txn_0059559,cust_001678,merch_00770,dev_002643,396.28,INR,wallet,success,9.926879080157013,76.23065183662455,Kochi,IN,54.87.110.15,2026-06-23 22:57:06.182437,0,none
txn_0070005,cust_008892,merch_00387,dev_003462,413.9,INR,wallet,success,17.34257002677072,78.43475031044997,Hyderabad,IN,37.133.188.99,2026-03-26 07:23:26.182437,0,none
txn_0048259,cust_006878,merch_00447,dev_003243,1336.6,INR,upi,success,23.016271236023098,72.5947392060381,Ahmedabad,IN,44.132.3.88,2026-04-05 21:12:37.182437,0,none
txn_0056320,cust_006350,merch_00065,,1163.78,INR,wallet,success,13.048222667399248,80.26604338660235,Chennai,IN,222.215.50.237,2026-06-27 20:33:23.182437,0,none
txn_0044201,cust_005977,merch_00949,dev_004255,1915.89,INR,wallet,success,17.42239264848855,78.4706074092819,Hyderabad,IN,76.30.180.205,2026-06-04 02:11:54.182437,0,none
txn_0002436,cust_000235,merch_00076,,1394.52,INR,upi,success,12.983391325967766,77.59478542820237,Bengaluru,IN,112.165.63.91,2026-07-28 23:19:24.182437,0,none
txn_0057523,cust_000028,merch_00608,,1168.46,INR,netbanking,success,18.494460456740672,73.83645303047942,Pune,IN,173.201.107.156,2026-06-09 21:08:38.182437,0,none
txn_0026956,cust_003544,merch_00399,dev_004650,828.35,INR,wallet,success,30.727334408757134,76.7712598218028,Chandigarh,IN,25.200.246.219,2026-08-12 16:52:51.182437,0,none
txn_0019245,cust_005980,merch_00526,dev_004812,692.34,INR,upi,success,11.63943165055902,92.74732277911586,Port Blair,IN,32.205.245.91,2026-03-15 06:10:27.182437,0,none
txn_0036560,cust_000395,merch_00372,dev_000411,554.25,INR,wallet,success,18.511724321922333,73.84209465102744,Pune,IN,100.225.132.117,2026-08-05 11:35:37.182437,0,none
txn_0012600,cust_007660,merch_00350,,1488.77,INR,netbanking,success,19.065819906009686,72.89978883398615,Mumbai,IN,120.64.4.151,2026-07-01 07:40:44.182437,0,none
txn_0081986,cust_002827,merch_00357,,3652.27,INR,netbanking,success,28.719085503905838,77.08359299345538,Delhi,IN,2.192.212.199,2026-04-10 16:35:22.182437,0,none
txn_0007984,cust_000535,merch_00058,,1946.81,INR,netbanking,success,18.512113774082597,73.8187383771243,Pune,IN,34.224.112.12,2026-05-17 06:10:09.182437,0,none
txn_0086745,cust_009484,merch_00815,,933.62,INR,card,success,17.36432472512681,78.53799788411769,Hyderabad,IN,175.173.105.177,2026-04-05 19:49:26.182437,0,none
txn_0062246,cust_003296,merch_00119,,407.11,INR,netbanking,success,26.824561757671155,80.90909443909443,Lucknow,IN,44.153.63.219,2026-07-27 12:40:09.182437,0,none
txn_0041092,cust_007383,merch_00989,,1122.17,INR,wallet,success,13.057168203684718,80.27518919043804,Chennai,IN,69.114.92.207,2026-04-25 07:00:51.182437,0,none
txn_0052516,cust_006847,merch_00551,dev_004785,1797.35,INR,wallet,success,19.043449765694575,72.87997597523106,Mumbai,IN,31.94.17.60,2026-04-27 19:02:14.182437,0,none
txn_0014697,cust_000158,merch_00798,,4057.48,INR,upi,success,26.898063428813128,75.73505116171339,Jaipur,IN,130.193.153.179,2026-08-02 11:30:16.182437,0,none
txn_0056647,cust_000570,merch_00025,dev_000198,652.88,INR,card,success,26.81506860518797,80.98909163170362,Lucknow,IN,95.246.175.37,2026-03-23 13:08:37.182437,0,none
txn_0087549,cust_003802,merch_00707,,2847.77,INR,card,success,22.51972358974395,88.39115950854894,Kolkata,IN,21.207.226.28,2026-05-22 15:50:58.182437,0,none
txn_0059963,cust_000196,merch_00758,,6280.42,INR,card,success,12.994326142345574,77.5925564594527,Bengaluru,IN,147.177.37.43,2026-06-09 21:13:20.182437,0,none
txn_0038443,cust_001645,merch_00678,dev_000964,1569.73,INR,upi,success,26.906679677150183,75.79946694369927,Jaipur,IN,79.207.167.199,2026-04-27 06:51:15.182437,0,none
txn_0035127,cust_007615,merch_00038,,1296.18,INR,card,success,9.94201283367825,76.26457249738691,Kochi,IN,117.92.1.181,2026-06-10 08:33:34.182437,0,none
txn_0013134,cust_004951,merch_00355,,311.69,INR,card,success,22.56847326770859,88.36957491238176,Kolkata,IN,117.46.4.3,2026-07-18 08:20:52.182437,0,none
txn_0044911,cust_001985,merch_00391,,1064.23,INR,upi,success,13.015429444721272,80.27231351040687,Chennai,IN,91.18.45.71,2026-06-25 22:10:18.182437,0,none
txn_0010577,cust_005988,merch_00057,dev_003583,2422.2,INR,wallet,success,23.283129507407004,77.3765768314348,Bhopal,IN,128.126.11.141,2026-05-31 04:53:55.182437,0,none
txn_0064932,cust_002729,merch_00850,,604.6,INR,card,success,9.91207944227201,76.30218640828758,Kochi,IN,164.229.35.151,2026-05-20 06:07:24.182437,0,none
txn_0031196,cust_003001,merch_00312,,702.3,INR,card,success,11.674474960444982,92.72876926387417,Port Blair,IN,162.245.82.146,2026-07-15 13:46:39.182437,0,none
txn_0014896,cust_006907,merch_00848,,1354.62,INR,upi,success,17.379405018543576,78.44841935614397,Hyderabad,IN,175.148.57.34,2026-04-27 13:28:42.182437,0,none
txn_0015844,cust_004709,merch_00204,dev_001481,791.92,INR,wallet,success,23.043340760194397,72.56773835384872,Ahmedabad,IN,64.20.191.130,2026-04-24 00:38:52.182437,0,none
txn_0072645,cust_003271,merch_00205,dev_002659,445.46,INR,wallet,success,18.558457480607423,73.80748104481448,Pune,IN,195.161.88.192,2026-05-09 22:38:09.182437,0,none
txn_0041010,cust_007413,merch_00437,dev_002747,2434.2,INR,card,success,23.211382016221805,77.38451378301264,Bhopal,IN,212.113.23.54,2026-04-24 18:13:58.182437,0,none
txn_0086980,cust_009518,merch_00975,,1013.3,INR,netbanking,success,11.595737744461028,92.76577650379625,Port Blair,IN,171.7.86.5,2026-04-03 05:38:55.182437,0,none
txn_0053545,cust_005504,merch_00381,dev_000315,1616.13,INR,upi,success,19.10677285799153,72.89571919088782,Mumbai,IN,72.184.52.80,2026-07-26 03:44:24.182437,0,none
txn_0094942,cust_003951,merch_00205,dev_ring_861b0e70,16114.08,INR,upi,success,13.0827,80.2707,Chennai,IN,155.132.234.226,2026-08-19 03:11:53.182437,1,fraud_ring
txn_0004421,cust_000938,merch_00725,,496.09,INR,upi,success,19.029792012739033,72.89800916013532,Mumbai,IN,167.204.136.155,2026-06-30 12:11:29.182437,0,none
txn_0084396,cust_009164,merch_00143,dev_001542,410.34,INR,upi,success,26.858491648403287,80.9695379627814,Lucknow,IN,15.196.136.202,2026-03-18 10:43:26.182437,0,none
txn_0079633,cust_007715,merch_00808,dev_003317,2095.52,INR,wallet,success,9.953038199023668,76.26652302462378,Kochi,IN,62.194.229.88,2026-05-16 10:57:38.182437,0,none
txn_0095246,cust_006574,merch_00163,dev_003303,4724.38,INR,card,success,26.9124,75.7873,Jaipur,IN,96.234.195.125,2026-06-02 09:51:53.182437,1,velocity_attack
txn_0030953,cust_000387,merch_00359,dev_002379,344.96,INR,netbanking,success,13.065738895708764,80.27101476267714,Chennai,IN,123.107.224.65,2026-06-19 20:19:55.182437,0,none
txn_0045319,cust_009212,merch_00749,dev_003404,2431.7,INR,wallet,success,13.015518306022322,80.29849686788977,Chennai,IN,50.136.10.124,2026-05-17 20:53:30.182437,0,none
txn_0084319,cust_005840,merch_00583,,9796.45,INR,netbanking,success,13.112257512698752,80.24927998122311,Chennai,IN,19.170.110.128,2026-07-28 12:24:50.182437,0,none
txn_0054926,cust_006332,merch_00576,,4031.67,INR,upi,success,26.913019978417903,75.78580776094083,Jaipur,IN,101.188.97.157,2026-05-19 11:06:50.182437,0,none
txn_0053356,cust_003198,merch_00019,,792.65,INR,card,success,18.50886685305344,73.85638826054063,Pune,IN,53.8.245.191,2026-07-03 03:47:09.182437,0,none
txn_0035112,cust_003538,merch_00742,,230.37,INR,wallet,success,26.830823979323426,80.94913717467713,Lucknow,IN,106.67.219.122,2026-07-13 19:47:40.182437,0,none
txn_0084365,cust_008470,merch_00804,dev_003320,1623.56,INR,card,success,22.536302835001845,88.36326067069987,Kolkata,IN,39.15.25.19,2026-04-09 02:52:45.182437,0,none
txn_0035259,cust_002275,merch_00969,dev_003859,805.04,INR,wallet,success,13.12814214072718,80.29622600220519,Chennai,IN,172.192.25.189,2026-03-21 13:47:08.182437,0,none
txn_0086841,cust_003896,merch_00193,,1180.41,INR,card,success,26.86447879982724,80.9450956984366,Lucknow,IN,210.210.86.228,2026-08-17 02:57:34.182437,0,none
txn_0080106,cust_009471,merch_00509,,3558.03,INR,card,success,13.06293189104641,80.25403246218792,Chennai,IN,146.130.85.83,2026-03-08 19:17:57.182437,0,none
txn_0088185,cust_003247,merch_00813,dev_004841,617.05,INR,wallet,success,19.04610805341613,72.86650063736035,Mumbai,IN,215.54.117.33,2026-05-27 05:03:46.182437,0,none
txn_0100268,cust_003726,merch_00849,,27.04,INR,card,failed,26.1445,91.7362,Guwahati,IN,173.115.108.120,2026-08-11 18:51:33.182437,1,card_testing
txn_0008169,cust_006598,merch_00766,dev_000300,1063.83,INR,netbanking,success,23.04725542634735,72.58770377611827,Ahmedabad,IN,130.220.118.43,2026-03-02 15:17:58.182437,0,none
txn_0069496,cust_003087,merch_00618,dev_003973,1373.32,INR,upi,success,19.10216014710571,72.89155981845798,Mumbai,IN,191.183.136.145,2026-07-31 00:16:43.182437,0,none
txn_0083953,cust_009767,merch_00616,dev_002553,986.38,INR,upi,success,13.075294751792624,80.27705421632702,Chennai,IN,74.182.16.36,2026-06-27 06:54:56.182437,0,none
txn_0017370,cust_006225,merch_00138,,878.61,INR,netbanking,success,12.980191120521653,77.61234309417212,Bengaluru,IN,199.103.207.238,2026-08-07 05:00:22.182437,0,none
txn_0022384,cust_003969,merch_00012,,189.45,INR,netbanking,success,30.690065316341325,76.77213258482494,Chandigarh,IN,56.151.138.39,2026-07-04 13:25:45.182437,0,none
txn_0042209,cust_000957,merch_00874,dev_004636,2560.41,INR,wallet,success,9.920558307209125,76.21116665742392,Kochi,IN,139.123.186.89,2026-06-09 05:29:36.182437,0,none
txn_0010154,cust_001317,merch_00555,,723.28,INR,netbanking,success,28.667819474519188,77.10293654111925,Delhi,IN,194.116.83.51,2026-04-29 00:45:35.182437,0,none
txn_0037995,cust_008923,merch_00324,,2853.27,INR,upi,success,28.686477886123082,77.13510961702664,Delhi,IN,201.159.236.8,2026-03-02 15:39:54.182437,0,none
txn_0013970,cust_009462,merch_00562,,1683.58,INR,wallet,success,13.132298910020475,80.27741462777199,Chennai,IN,69.180.12.12,2026-07-01 04:09:41.182437,0,none
