id,customer_id,transaction_id,ip_address,ip_country,city,lat,lon,is_vpn,is_proxy,event_at
ipev_0000046,cust_009558,txn_0000046,162.73.208.254,IN,Ahmedabad,23.0225,72.5714,False,False,2026-04-04 19:46:59.182437
ipev_0000047,cust_006412,txn_0000047,41.255.213.190,IN,Guwahati,26.1445,91.7362,False,False,2026-04-21 06:04:21.182437
ipev_0000048,cust_008377,txn_0000048,187.126.202.188,IN,Bengaluru,12.9716,77.5946,False,False,2026-07-21 07:19:42.182437
ipev_0000049,cust_004205,txn_0000049,80.15.241.45,IN,Port Blair,11.6234,92.7265,False,False,2026-07-25 18:50:25.182437
ipev_0000050,cust_008958,txn_0000050,213.176.53.162,IN,Bhopal,23.2599,77.4126,False,False,2026-06-29 13:57:22.182437
ipev_0000051,cust_008226,txn_0000051,171.13.15.154,IN,Mumbai,19.076,72.8777,False,False,2026-03-16 09:11:53.182437
ipev_0000052,cust_008103,txn_0000052,160.106.118.101,IN,Bhopal,23.2599,77.4126,False,False,2026-03-05 12:43:06.182437
ipev_0000053,cust_003915,txn_0000053,69.154.168.213,IN,Hyderabad,17.385,78.4867,False,False,2026-03-30 05:24:57.182437
ipev_0000054,cust_005341,txn_0000054,93.132.69.100,IN,Hyderabad,17.385,78.4867,False,False,2026-06-03 17:24:12.182437
ipev_0000055,cust_009837,txn_0000055,35.247.91.48,IN,Jaipur,26.9124,75.7873,False,False,2026-08-03 13:44:49.182437
ipev_0000056,cust_007940,txn_0000056,81.178.121.38,IN,Guwahati,26.1445,91.7362,False,False,2026-08-04 04:40:35.182437
ipev_0000057,cust_005865,txn_0000057,25.200.96.199,IN,Ahmedabad,23.0225,72.5714,False,False,2026-07-30 16:00:00.182437
ipev_0000058,cust_000797,txn_0000058,114.129.185.25,IN,Hyderabad,17.385,78.4867,False,False,2026-08-24 23:58:09.182437
ipev_0000059,cust_007266,txn_0000059,209.35.216.2,IN,Hyderabad,17.385,78.4867,False,False,2026-05-06 10:36:51.182437
ipev_0000060,cust_006774,txn_0000060,76.166.54.58,IN,Kolkata,22.5726,88.3639,False,False,2026-07-30 05:36:36.182437
ipev_0000061,cust_003656,txn_0000061,209.2.174.212,IN,Bhopal,23.2599,77.4126,False,False,2026-05-23 11:59:45.182437
ipev_0000062,cust_006352,txn_0000062,39.207.202.191,IN,Bhopal,23.2599,77.4126,False,False,2026-08-12 14:47:57.182437
ipev_0000063,cust_009851,txn_0000063,17.47.43.55,IN,Bengaluru,12.9716,77.5946,False,False,2026-06-02 18:05:42.182437
ipev_0000064,cust_000037,txn_0000064,40.98.60.150,IN,Jaipur,26.9124,75.7873,False,False,2026-05-28 19:35:30.182437
ipev_0000065,cust_001978,txn_0000065,85.186.27.199,IN,Ahmedabad,23.0225,72.5714,False,False,2026-05-18 08:35:18.182437
ipev_0000066,cust_009078,txn_0000066,111.174.32.249,IN,Hyderabad,17.385,78.4867,False,False,2026-04-12 22:59:45.182437
ipev_0000067,cust_006241,txn_0000067,189.215.184.91,IN,Jaipur,26.9124,75.7873,False,False,2026-08-20 01:47:40.182437
ipev_0000068,cust_003454,txn_0000068,106.226.207.16,IN,Ahmedabad,23.0225,72.5714,False,False,2026-08-08 21:49:08.182437
ipev_0000069,cust_004674,txn_0000069,71.156.177.176,IN,Kochi,9.9312,76.2673,False,False,2026-05-14 04:58:04.182437
ipev_0000070,cust_003360,txn_0000070,61.230.2.189,IN,Mumbai,19.076,72.8777,False,False,2026-04-26 22:33:38.182437
ipev_0000071,cust_004236,txn_0000071,175.128.79.76,IN,Bengaluru,12.9716,77.5946,False,False,2026-08-21 01:41:05.182437
ipev_0000072,cust_004298,txn_0000072,111.101.61.128,IN,Pune,18.5204,73.8567,False,False,2026-03-31 22:08:55.182437
ipev_0000073,cust_003475,txn_0000073,70.139.75.47,IN,Hyderabad,17.385,78.4867,False,False,2026-07-28 02:30:47.182437
ipev_0000074,cust_006560,txn_0000074,48.154.67.248,IN,Kolkata,22.5726,88.3639,False,False,2026-08-15 08:05:57.182437
ipev_0000075,cust_003377,txn_0000075,132.47.14.235,IN,Ahmedabad,23.0225,72.5714,False,False,2026-04-08 00:05:44.182437
ipev_0000076,cust_005041,txn_0000076,27.232.167.26,IN,Hyderabad,17.385,78.4867,False,False,2026-04-10 08:58:04.182437
ipev_0000077,cust_002184,txn_0000077,94.121.167.4,IN,Lucknow,26.8467,80.9462,False,False,2026-06-24 12:08:26.182437
ipev_0000078,cust_005000,txn_0000078,122.51.12.77,IN,Kolkata,22.5726,88.3639,False,False,2026-04-03 10:32:35.182437
ipev_0000079,cust_007297,txn_0000079,56.162.218.188,IN,Ahmedabad,23.0225,72.5714,False,False,2026-03-18 18:23:06.182437
ipev_0000080,cust_001139,txn_0000080,17.225.39.155,IN,Chandigarh,30.7333,76.7794,False,False,2026-04-14 11:37:45.182437
ipev_0000081,cust_004233,txn_0000081,59.100.178.67,IN,Kochi,9.9312,76.2673,False,False,2026-05-14 16:31:03.182437
ipev_0000082,cust_002462,txn_0000082,180.183.133.222,IN,Chandigarh,30.7333,76.7794,False,False,2026-03-18 06:54:29.182437
ipev_0000083,cust_003232,txn_0000083,78.55.248.206,IN,Delhi,28.7041,77.1025,False,False,2026-05-03 14:33:02.182437
ipev_0000084,cust_008439,txn_0000084,37.75.16.102,IN,Bhopal,23.2599,77.4126,False,False,2026-06-20 17:22:09.182437
ipev_0000085,cust_008046,txn_0000085,198.21.88.238,IN,Guwahati,26.1445,91.7362,False,False,2026-05-06 23:23:05.182437
ipev_0000086,cust_000525,txn_0000086,173.213.51.194,IN,Mumbai,19.076,72.8777,False,False,2026-03-24 18:28:51.182437
ipev_0000087,cust_004320,txn_0000087,46.189.150.153,IN,Bhopal,23.2599,77.4126,False,False,2026-07-24 03:27:02.182437
ipev_0000088,cust_009336,txn_0000088,78.164.127.187,IN,Guwahati,26.1445,91.7362,False,False,2026-08-27 11:04:04.182437
ipev_0000089,cust_004830,txn_0000089,56.222.56.202,IN,Pune,18.5204,73.8567,False,False,2026-04-09 15:45:07.182437
ipev_0000090,cust_008106,txn_0000090,178.148.197.21,IN,Jaipur,26.9124,75.7873,False,False,2026-05-31 05:42:44.182437
ipev_0000091,cust_000462,txn_0000091,3.163.139.62,IN,Guwahati,26.1445,91.7362,False,False,2026-08-09 03:50:42.182437
ipev_0000092,cust_002963,txn_0000092,193.121.195.121,IN,Chennai,13.0827,80.2707,False,False,2026-06-03 18:18:57.182437
ipev_0000093,cust_006383,txn_0000093,180.132.247.2,IN,Chennai,13.0827,80.2707,False,False,2026-06-06 11:49:17.182437
ipev_0000094,cust_005916,txn_0000094,219.191.122.206,IN,Guwahati,26.1445,91.7362,False,False,2026-07-25 22:58:27.182437
ipev_0000095,cust_003400,txn_0000095,117.154.0.170,IN,Kochi,9.9312,76.2673,False,False,2026-03-22 17:38:39.182437
ipev_0000096,cust_009377,txn_0000096,116.71.218.115,IN,Pune,18.5204,73.8567,False,False,2026-07-29 04:54:20.182437
ipev_0000097,cust_000302,txn_0000097,70.45.220.44,IN,Chennai,13.0827,80.2707,False,False,2026-03-11 23:29:33.182437
ipev_0000098,cust_005883,txn_0000098,97.227.231.81,IN,Pune,18.5204,73.8567,False,False,2026-07-04 23:31:24.182437
ipev_0000099,cust_000776,txn_0000099,67.7.59.156,IN,Lucknow,26.8467,80.9462,False,False,2026-06-05 04:20:02.182437
ipev_0000100,cust_000623,txn_0000100,64.61.231.250,IN,Delhi,28.7041,77.1025,False,False,2026-05-07 15:49:40.182437
ipev_0000101,cust_001459,txn_0000101,101.52.222.29,IN,Ahmedabad,23.0225,72.5714,False,False,2026-04-21 08:15:01.182437
ipev_0000102,cust_003386,txn_0000102,217.139.25.59,IN,Hyderabad,17.385,78.4867,False,False,2026-06-14 21:49:47.182437
ipev_0000103,cust_007030,txn_0000103,97.244.172.73,IN,Hyderabad,17.385,78.4867,False,False,2026-08-12 22:04:56.182437
ipev_0000104,cust_004775,txn_0000104,210.29.150.23,IN,Kolkata,22.5726,88.3639,False,False,2026-05-21 23:02:20.182437
ipev_0000105,cust_008671,txn_0000105,193.31.180.101,IN,Lucknow,26.8467,80.9462,False,False,2026-07-07 22:26:14.182437
ipev_0000106,cust_001061,txn_0000106,188.28.111.131,IN,Port Blair,11.6234,92.7265,False,False,2026-07-11 06:20:15.182437
ipev_0000107,cust_000287,txn_0000107,42.95.97.30,IN,Lucknow,26.8467,80.9462,False,False,2026-05-03 07:28:24.182437
ipev_0000108,cust_007234,txn_0000108,159.218.248.132,IN,Delhi,28.7041,77.1025,False,False,2026-06-29 17:08:04.182437
ipev_0000109,cust_003639,txn_0000109,92.186.55.224,IN,Delhi,28.7041,77.1025,False,False,2026-04-10 02:46:18.182437
ipev_0000110,cust_007955,txn_0000110,64.185.200.181,IN,Mumbai,19.076,72.8777,False,False,2026-05-20 05:41:34.182437
ipev_0000111,cust_006335,txn_0000111,183.138.116.125,IN,Mumbai,19.076,72.8777,False,False,2026-05-05 15:17:14.182437
ipev_0000112,cust_001143,txn_0000112,104.90.254.25,IN,Hyderabad,17.385,78.4867,False,False,2026-05-22 11:56:25.182437
ipev_0000113,cust_006544,txn_0000113,30.223.189.221,IN,Ahmedabad,23.0225,72.5714,False,False,2026-08-06 12:15:41.182437
ipev_0000114,cust_009615,txn_0000114,88.170.177.251,IN,Delhi,28.7041,77.1025,False,False,2026-07-03 10:30:54.182437
ipev_0000115,cust_008849,txn_0000115,95.24.217.171,IN,Hyderabad,17.385,78.4867,False,False,2026-04-23 01:29:04.182437
ipev_0000116,cust_003085,txn_0000116,68.211.120.201,IN,Chandigarh,30.7333,76.7794,False,False,2026-06-27 14:40:59.182437
ipev_0000117,cust_007713,txn_0000117,39.170.166.178,IN,Jaipur,26.9124,75.7873,False,False,2026-07-16 10:33:22.182437
ipev_0000118,cust_009931,txn_0000118,53.153.112.22,IN,Bhopal,23.2599,77.4126,False,False,2026-06-22 11:02:53.182437
ipev_0000119,cust_004988,txn_0000119,181.60.134.41,IN,Bhopal,23.2599,77.4126,False,False,2026-06-19 15:52:14.182437
ipev_0000120,cust_002201,txn_0000120,80.16.205.119,IN,Pune,18.5204,73.8567,False,False,2026-04-19 18:40:18.182437
ipev_0000121,cust_005289,txn_0000121,37.184.253.67,IN,Chandigarh,30.7333,76.7794,False,False,2026-08-25 10:07:45.182437
ipev_0000122,cust_008870,txn_0000122,95.81.248.163,IN,Chandigarh,30.7333,76.7794,False,False,2026-07-30 20:04:38.182437
ipev_0000123,cust_003457,txn_0000123,6.102.188.65,IN,Port Blair,11.6234,92.7265,False,False,2026-08-02 05:10:46.182437
ipev_0000124,cust_002744,txn_0000124,205.118.25.247,IN,Bengaluru,12.9716,77.5946,False,False,2026-08-06 17:27:38.182437
ipev_0000125,cust_002353,txn_0000125,114.250.164.20,IN,Delhi,28.7041,77.1025,False,False,2026-07-07 16:56:51.182437
ipev_0000126,cust_001648,txn_0000126,181.181.50.160,IN,Jaipur,26.9124,75.7873,False,False,2026-05-17 12:09:22.182437
ipev_0000127,cust_001679,txn_0000127,44.116.143.244,IN,Guwahati,26.1445,91.7362,False,False,2026-06-04 10:56:03.182437
ipev_0000128,cust_005002,txn_0000128,186.21.139.31,IN,Port Blair,11.6234,92.7265,False,False,2026-05-11 03:51:44.182437
ipev_0000129,cust_005330,txn_0000129,40.77.71.14,IN,Hyderabad,17.385,78.4867,False,False,2026-06-09 10:44:37.182437
ipev_0000130,cust_003966,txn_0000130,23.107.14.2,IN,Kolkata,22.5726,88.3639,False,False,2026-05-02 10:52:52.182437
ipev_0000131,cust_002741,txn_0000131,17.47.155.113,IN,Kolkata,22.5726,88.3639,False,False,2026-03-10 10:51:19.182437
ipev_0000132,cust_000853,txn_0000132,158.28.177.95,IN,Kochi,9.9312,76.2673,False,False,2026-04-05 00:43:31.182437
ipev_0000133,cust_006335,txn_0000133,124.96.14.65,IN,Mumbai,19.076,72.8777,False,False,2026-04-17 11:42:04.182437
ipev_0000134,cust_008784,txn_0000134,198.149.160.97,IN,Ahmedabad,23.0225,72.5714,False,False,2026-07-16 02:57:20.182437
ipev_0000135,cust_003406,txn_0000135,212.195.118.51,IN,Lucknow,26.8467,80.9462,False,False,2026-03-28 05:55:48.182437
ipev_0000136,cust_002952,txn_0000136,218.157.212.88,IN,Pune,18.5204,73.8567,False,False,2026-07-30 14:35:09.182437
ipev_0000137,cust_005063,txn_0000137,183.148.102.203,IN,Bengaluru,12.9716,77.5946,False,False,2026-04-10 23:45:36.182437
ipev_0000138,cust_009211,txn_0000138,23.106.21.31,IN,Delhi,28.7041,77.1025,False,False,2026-04-27 23:07:43.182437
ipev_0000139,cust_009776,txn_0000139,170.130.134.206,IN,Bhopal,23.2599,77.4126,False,False,2026-05-19 12:25:22.182437
ipev_0000140,cust_004911,txn_0000140,164.124.148.238,IN,Mumbai,19.076,72.8777,False,False,2026-05-11 20:35:06.182437
ipev_0000141,cust_001871,txn_0000141,175.247.99.53,IN,Bengaluru,12.9716,77.5946,False,False,2026-06-04 00:01:25.182437
ipev_0000142,cust_009282,txn_0000142,182.21.232.29,IN,Kolkata,22.5726,88.3639,False,False,2026-07-25 13:53:21.182437
ipev_0000143,cust_000626,txn_0000143,161.81.47.206,IN,Mumbai,19.076,72.8777,False,False,2026-03-21 03:41:11.182437
ipev_0000144,cust_004207,txn_0000144,112.96.84.247,IN,Lucknow,26.8467,80.9462,False,False,2026-03-05 00:52:40.182437
ipev_0000145,cust_004766,txn_0000145,163.58.43.170,IN,Bengaluru,12.9716,77.5946,False,False,2026-05-30 08:05:15.182437
ipev_0000146,cust_008217,txn_0000146,223.120.123.228,IN,Lucknow,26.8467,80.9462,False,False,2026-03-31 17:06:40.182437
ipev_0000147,cust_003048,txn_0000147,123.3.71.205,IN,Chandigarh,30.7333,76.7794,False,False,2026-07-11 18:55:28.182437
ipev_0000148,cust_008813,txn_0000148,82.122.183.109,IN,Kochi,9.9312,76.2673,False,False,2026-06-27 20:25:35.182437
ipev_0000149,cust_008908,txn_0000149,17.35.96.90,IN,Kochi,9.9312,76.2673,False,False,2026-07-07 19:04:09.182437
ipev_0000150,cust_002660,txn_0000150,116.94.200.64,IN,Port Blair,11.6234,92.7265,False,False,2026-07-31 06:36:25.182437
ipev_0000151,cust_007667,txn_0000151,5.80.118.129,IN,Chandigarh,30.7333,76.7794,False,False,2026-08-05 12:18:54.182437
ipev_0000152,cust_001741,txn_0000152,37.29.115.19,IN,Hyderabad,17.385,78.4867,False,False,2026-06-30 17:40:07.182437
ipev_0000153,cust_003072,txn_0000153,20.133.164.3,IN,Lucknow,26.8467,80.9462,False,False,2026-06-30 17:49:30.182437
ipev_0000154,cust_007903,txn_0000154,7.97.186.197,IN,Ahmedabad,23.0225,72.5714,False,False,2026-07-04 13:27:21.182437
ipev_0000155,cust_006725,txn_0000155,97.123.174.61,IN,Lucknow,26.8467,80.9462,False,False,2026-06-10 23:10:50.182437
ipev_0000156,cust_003733,txn_0000156,184.246.115.57,IN,Bhopal,23.2599,77.4126,False,False,2026-08-13 20:14:40.182437
ipev_0000157,cust_004464,txn_0000157,99.163.110.243,IN,Port Blair,11.6234,92.7265,False,False,2026-05-27 02:26:25.182437
ipev_0000158,cust_001845,txn_0000158,14.91.153.148,IN,Bhopal,23.2599,77.4126,False,False,2026-07-09 19:57:03.182437
ipev_0000159,cust_008205,txn_0000159,158.87.120.247,IN,Hyderabad,17.385,78.4867,False,False,2026-06-10 22:54:40.182437
ipev_0000160,cust_007635,txn_0000160,186.169.93.7,IN,Chandigarh,30.7333,76.7794,False,False,2026-05-07 18:28:52.182437
ipev_0000161,cust_002758,txn_0000161,29.186.158.78,IN,Kolkata,22.5726,88.3639,False,False,2026-07-11 19:43:34.182437
ipev_0000162,cust_000530,txn_0000162,153.72.2.115,IN,Kolkata,22.5726,88.3639,False,False,2026-06-05 03:48:44.182437
ipev_0000163,cust_007577,txn_0000163,205.238.7.250,IN,Jaipur,26.9124,75.7873,False,False,2026-03-22 02:52:30.182437
ipev_0000164,cust_007317,txn_0000164,44.52.231.117,IN,Bengaluru,12.9716,77.5946,False,False,2026-03-27 21:50:37.182437
ipev_0000165,cust_007941,txn_0000165,89.128.123.147,IN,Chennai,13.0827,80.2707,False,False,2026-03-27 18:29:22.182437
ipev_0000166,cust_002878,txn_0000166,46.3.140.28,IN,Bhopal,23.2599,77.4126,False,False,2026-04-11 07:20:31.182437
ipev_0000167,cust_003404,txn_0000167,131.34.28.253,IN,Bengaluru,12.9716,77.5946,False,False,2026-03-27 05:52:23.182437
ipev_0000168,cust_008629,txn_0000168,153.174.229.84,IN,Bengaluru,12.9716,77.5946,False,False,2026-04-04 05:19:46.182437
ipev_0000169,cust_000382,txn_0000169,111.109.237.15,IN,Chandigarh,30.7333,76.7794,False,False,2026-04-01 00:08:56.182437
ipev_0000170,cust_005010,txn_0000170,168.108.106.180,IN,Chennai,13.0827,80.2707,False,False,2026-07-29 07:17:16.182437
ipev_0000171,cust_009481,txn_0000171,41.178.52.120,IN,Hyderabad,17.385,78.4867,False,False,2026-04-05 20:17:26.182437
ipev_0000172,cust_005068,txn_0000172,214.89.60.232,IN,Hyderabad,17.385,78.4867,False,False,2026-05-25 14:22:21.182437
ipev_0000173,cust_007094,txn_0000173,42.50.106.55,IN,Bengaluru,12.9716,77.5946,False,False,2026-05-21 21:46:15.182437
ipev_0000174,cust_007164,txn_0000174,184.177.90.164,IN,Port Blair,11.6234,92.7265,False,False,2026-06-21 19:44:43.182437
ipev_0000175,cust_009077,txn_0000175,90.203.81.17,IN,Jaipur,26.9124,75.7873,False,False,2026-05-18 00:25:40.182437
ipev_0000176,cust_003014,txn_0000176,84.16.155.224,IN,Port Blair,11.6234,92.7265,False,False,2026-07-20 14:43:57.182437
ipev_0000177,cust_003982,txn_0000177,77.255.186.236,IN,Chandigarh,30.7333,76.7794,False,False,2026-07-25 12:47:25.182437
ipev_0000178,cust_004174,txn_0000178,217.100.231.195,IN,Kolkata,22.5726,88.3639,False,False,2026-05-23 18:58:43.182437
ipev_0000179,cust_008500,txn_0000179,75.181.219.233,IN,Lucknow,26.8467,80.9462,False,False,2026-05-21 19:34:17.182437
ipev_0000180,cust_008918,txn_0000180,150.183.165.174,IN,Port Blair,11.6234,92.7265,False,False,2026-05-21 20:50:20.182437
ipev_0000181,cust_003104,txn_0000181,2.164.60.144,IN,Ahmedabad,23.0225,72.5714,False,False,2026-07-20 03:16:04.182437
ipev_0000182,cust_002937,txn_0000182,14.202.237.154,IN,Bhopal,23.2599,77.4126,False,False,2026-08-10 05:59:18.182437
ipev_0000183,cust_009905,txn_0000183,222.172.34.26,IN,Kolkata,22.5726,88.3639,False,False,2026-04-25 03:22:42.182437
ipev_0000184,cust_000712,txn_0000184,158.70.169.106,IN,Guwahati,26.1445,91.7362,False,False,2026-05-01 13:00:16.182437
ipev_0000185,cust_000950,txn_0000185,43.217.134.97,IN,Delhi,28.7041,77.1025,False,False,2026-08-18 04:46:31.182437
ipev_0000186,cust_001435,txn_0000186,12.24.153.177,IN,Pune,18.5204,73.8567,False,False,2026-05-10 02:30:02.182437
ipev_0000187,cust_004565,txn_0000187,2.199.112.130,IN,Guwahati,26.1445,91.7362,False,False,2026-08-11 17:29:29.182437
ipev_0000188,cust_001538,txn_0000188,9.151.52.107,IN,Port Blair,11.6234,92.7265,False,False,2026-05-12 20:32:25.182437
ipev_0000189,cust_007937,txn_0000189,85.0.83.8,IN,Pune,18.5204,73.8567,False,False,2026-05-30 23:50:27.182437
ipev_0000190,cust_002168,txn_0000190,29.94.114.144,IN,Jaipur,26.9124,75.7873,False,False,2026-04-04 16:47:14.182437
ipev_0000191,cust_002200,txn_0000191,210.144.135.180,IN,Bhopal,23.2599,77.4126,False,False,2026-06-22 13:12:28.182437
ipev_0000192,cust_001670,txn_0000192,35.252.193.63,IN,Kochi,9.9312,76.2673,False,False,2026-08-12 05:47:07.182437
ipev_0000193,cust_003364,txn_0000193,25.150.237.68,IN,Pune,18.5204,73.8567,False,False,2026-07-19 08:44:55.182437
ipev_0000194,cust_002115,txn_0000194,81.49.67.173,IN,Chandigarh,30.7333,76.7794,False,False,2026-03-19 13:11:00.182437
ipev_0000195,cust_008416,txn_0000195,193.123.160.58,IN,Bhopal,23.2599,77.4126,False,False,2026-05-12 13:11:16.182437
ipev_0000196,cust_000846,txn_0000196,156.34.221.152,IN,Lucknow,26.8467,80.9462,False,False,2026-06-20 12:52:46.182437
ipev_0000197,cust_006701,txn_0000197,196.173.73.35,IN,Delhi,28.7041,77.1025,False,False,2026-05-08 08:52:21.182437
ipev_0000198,cust_005435,txn_0000198,83.40.66.254,IN,Kochi,9.9312,76.2673,False,False,2026-07-11 17:10:43.182437
ipev_0000199,cust_004069,txn_0000199,141.45.254.171,IN,Ahmedabad,23.0225,72.5714,False,False,2026-03-14 12:37:48.182437
ipev_0000200,cust_002956,txn_0000200,118.127.32.32,IN,Ahmedabad,23.0225,72.5714,False,False,2026-06-21 10:42:49.182437
ipev_0000201,cust_004387,txn_0000201,156.216.122.54,IN,Mumbai,19.076,72.8777,False,False,2026-08-22 07:07:24.182437
ipev_0000202,cust_007647,txn_0000202,139.49.27.81,IN,Pune,18.5204,73.8567,False,False,2026-06-19 09:09:10.182437
ipev_0000203,cust_006911,txn_0000203,193.164.199.163,IN,Kochi,9.9312,76.2673,False,False,2026-07-10 08:35:21.182437
