id,transaction_id,customer_id,reason,status,filed_at,resolved_at
disp_000077,txn_0097545,cust_003979,account_compromised,resolved,2026-08-06 04:11:13.182437,
disp_000078,txn_0095626,cust_006723,account_compromised,resolved,2026-04-18 12:13:07.182437,
disp_000079,txn_0094404,cust_008331,account_compromised,resolved,2026-03-28 01:56:12.182437,
disp_000080,txn_0099560,cust_009308,account_compromised,open,2026-05-04 18:46:32.182437,
disp_000081,txn_0096338,cust_006856,unauthorized_transaction,resolved,2026-05-15 03:04:16.182437,
disp_000082,txn_0099347,cust_006223,did_not_receive_goods,resolved,2026-06-19 07:04:45.182437,
disp_000083,txn_0096991,cust_005949,unauthorized_transaction,resolved,2026-04-08 23:22:26.182437,
disp_000084,txn_0094710,cust_003148,unauthorized_transaction,open,2026-03-11 08:40:30.182437,
disp_000085,txn_0099904,cust_002837,did_not_receive_goods,open,2026-06-21 13:59:11.182437,
disp_000086,txn_0098874,cust_008491,account_compromised,resolved,2026-05-07 18:24:10.182437,
disp_000087,txn_0099277,cust_007300,account_compromised,resolved,2026-05-13 11:14:47.182437,
disp_000088,txn_0100069,cust_006423,did_not_receive_goods,open,2026-07-25 01:25:00.182437,
disp_000089,txn_0096225,cust_003566,unauthorized_transaction,open,2026-07-06 12:48:06.182437,
disp_000090,txn_0099831,cust_008857,did_not_receive_goods,resolved,2026-04-29 09:09:46.182437,
disp_000091,txn_0096889,cust_004113,did_not_receive_goods,open,2026-06-22 15:27:10.182437,
disp_000092,txn_0096000,cust_002666,unauthorized_transaction,open,2026-05-16 00:35:47.182437,
disp_000093,txn_0099091,cust_001210,did_not_receive_goods,open,2026-07-14 02:32:08.182437,
disp_000094,txn_0094396,cust_002208,unauthorized_transaction,resolved,2026-04-15 21:31:38.182437,
disp_000095,txn_0097489,cust_007928,unauthorized_transaction,resolved,2026-04-12 19:25:46.182437,
disp_000096,txn_0095828,cust_002798,did_not_receive_goods,resolved,2026-03-27 18:08:23.182437,
disp_000097,txn_0099924,cust_003008,did_not_receive_goods,open,2026-03-17 14:07:39.182437,
disp_000098,txn_0095251,cust_005949,account_compromised,resolved,2026-08-10 02:40:29.182437,
disp_000099,txn_0098831,cust_002844,did_not_receive_goods,resolved,2026-04-06 08:30:48.182437,
disp_000100,txn_0094362,cust_006387,unauthorized_transaction,resolved,2026-07-29 14:40:54.182437,
disp_000101,txn_0096015,cust_002206,account_compromised,resolved,2026-03-16 12:07:41.182437,
disp_000102,txn_0098708,cust_003559,account_compromised,resolved,2026-08-06 17:27:06.182437,
disp_000103,txn_0099913,cust_003712,did_not_receive_goods,resolved,2026-07-19 14:43:28.182437,
disp_000104,txn_0098168,cust_005231,unauthorized_transaction,resolved,2026-07-04 18:43:24.182437,
disp_000105,txn_0094194,cust_000462,account_compromised,resolved,2026-05-22 07:00:10.182437,
disp_000106,txn_0099945,cust_009073,did_not_receive_goods,resolved,2026-04-14 10:11:08.182437,
disp_000107,txn_0100090,cust_000007,did_not_receive_goods,open,2026-03-11 00:38:00.182437,
disp_000108,txn_0099366,cust_008149,unauthorized_transaction,open,2026-08-27 11:19:43.182437,
disp_000109,txn_0098929,cust_003243,did_not_receive_goods,open,2026-08-16 06:28:52.182437,
disp_000110,txn_0099481,cust_001179,unauthorized_transaction,open,2026-05-15 18:52:42.182437,
disp_000111,txn_0096926,cust_001588,account_compromised,resolved,2026-08-01 23:08:45.182437,
disp_000112,txn_0096341,cust_006856,account_compromised,open,2026-05-14 04:05:08.182437,
disp_000113,txn_0098313,cust_005569,unauthorized_transaction,resolved,2026-03-20 14:26:43.182437,
disp_000114,txn_0094462,cust_005702,account_compromised,open,2026-06-20 05:16:29.182437,
disp_000115,txn_0096616,cust_002327,account_compromised,resolved,2026-05-19 03:01:26.182437,
disp_000116,txn_0095156,cust_008302,did_not_receive_goods,open,2026-05-29 04:41:10.182437,
disp_000117,txn_0094401,cust_004851,unauthorized_transaction,resolved,2026-03-11 08:11:27.182437,
disp_000118,txn_0095102,cust_003253,account_compromised,resolved,2026-08-10 06:10:01.182437,
disp_000119,txn_0095968,cust_005002,account_compromised,open,2026-04-09 11:04:01.182437,
disp_000120,txn_0094669,cust_006441,unauthorized_transaction,open,2026-07-18 15:36:59.182437,
disp_000121,txn_0099185,cust_007375,unauthorized_transaction,resolved,2026-08-11 08:33:59.182437,
disp_000122,txn_0097151,cust_001492,did_not_receive_goods,resolved,2026-07-07 16:45:38.182437,
disp_000123,txn_0096553,cust_008837,did_not_receive_goods,resolved,2026-07-13 11:50:01.182437,
disp_000124,txn_0099455,cust_003644,did_not_receive_goods,resolved,2026-08-18 09:28:38.182437,
disp_000125,txn_0094091,cust_003464,did_not_receive_goods,open,2026-07-15 06:09:45.182437,
disp_000126,txn_0097993,cust_004354,account_compromised,resolved,2026-04-23 16:30:07.182437,
disp_000127,txn_0095913,cust_007458,account_compromised,resolved,2026-04-13 05:19:01.182437,
disp_000128,txn_0094665,cust_005082,unauthorized_transaction,open,2026-03-30 17:30:28.182437,
disp_000129,txn_0094224,cust_008698,unauthorized_transaction,open,2026-06-17 06:07:43.182437,
disp_000130,txn_0094354,cust_008013,unauthorized_transaction,open,2026-07-23 19:49:17.182437,
disp_000131,txn_0098810,cust_007479,account_compromised,open,2026-03-23 07:49:30.182437,
disp_000132,txn_0099128,cust_006902,unauthorized_transaction,resolved,2026-05-24 21:51:41.182437,
disp_000133,txn_0095414,cust_009075,account_compromised,open,2026-04-09 02:25:12.182437,
disp_000134,txn_0094598,cust_003606,unauthorized_transaction,resolved,2026-04-08 14:38:02.182437,
disp_000135,txn_0096517,cust_004983,did_not_receive_goods,resolved,2026-06-12 15:49:03.182437,
disp_000136,txn_0094953,cust_004501,did_not_receive_goods,open,2026-04-08 13:39:28.182437,
disp_000137,txn_0096933,cust_001167,unauthorized_transaction,resolved,2026-05-05 12:52:43.182437,
disp_000138,txn_0098212,cust_000103,account_compromised,open,2026-07-20 07:20:08.182437,
disp_000139,txn_0095967,cust_005440,unauthorized_transaction,open,2026-03-06 08:26:01.182437,
disp_000140,txn_0098580,cust_009724,unauthorized_transaction,resolved,2026-04-15 15:32:55.182437,
disp_000141,txn_0096880,cust_004113,unauthorized_transaction,open,2026-06-20 20:09:19.182437,
disp_000142,txn_0097570,cust_000792,did_not_receive_goods,open,2026-06-15 13:57:36.182437,
disp_000143,txn_0099567,cust_009308,account_compromised,open,2026-05-03 11:56:00.182437,
disp_000144,txn_0095766,cust_001945,account_compromised,resolved,2026-06-29 01:43:39.182437,
disp_000145,txn_0098453,cust_006698,account_compromised,open,2026-03-10 07:55:50.182437,
disp_000146,txn_0097643,cust_005146,did_not_receive_goods,resolved,2026-07-12 21:34:51.182437,
disp_000147,txn_0099193,cust_008625,did_not_receive_goods,open,2026-03-21 07:25:17.182437,
disp_000148,txn_0099413,cust_002501,did_not_receive_goods,open,2026-04-28 09:03:23.182437,
disp_000149,txn_0099921,cust_001394,did_not_receive_goods,resolved,2026-05-18 05:09:05.182437,
disp_000150,txn_0097372,cust_001737,account_compromised,resolved,2026-07-01 13:57:18.182437,
disp_000151,txn_0097675,cust_004354,did_not_receive_goods,resolved,2026-03-04 02:00:12.182437,
disp_000152,txn_0096894,cust_009131,did_not_receive_goods,open,2026-03-11 23:45:08.182437,
disp_000153,txn_0094027,cust_006502,unauthorized_transaction,open,2026-04-17 20:58:58.182437,
disp_000154,txn_0096451,cust_009994,did_not_receive_goods,open,2026-07-09 08:55:11.182437,
disp_000155,txn_0095032,cust_005800,account_compromised,resolved,2026-03-19 14:57:12.182437,
disp_000156,txn_0098776,cust_000029,account_compromised,open,2026-07-01 15:14:38.182437,
disp_000157,txn_0095924,cust_007466,unauthorized_transaction,resolved,2026-03-30 09:57:43.182437,
disp_000158,txn_0098777,cust_000067,account_compromised,resolved,2026-03-29 00:41:29.182437,
disp_000159,txn_0098904,cust_005459,did_not_receive_goods,resolved,2026-06-12 12:24:53.182437,
disp_000160,txn_0098556,cust_008424,unauthorized_transaction,open,2026-05-09 02:41:14.182437,
disp_000161,txn_0098908,cust_008613,unauthorized_transaction,open,2026-08-03 19:59:31.182437,
disp_000162,txn_0097873,cust_009586,did_not_receive_goods,resolved,2026-04-28 18:03:18.182437,
disp_000163,txn_0097400,cust_006998,account_compromised,open,2026-07-23 08:59:53.182437,
disp_000164,txn_0099575,cust_002024,account_compromised,open,2026-05-26 17:34:04.182437,
disp_000165,txn_0099022,cust_001891,account_compromised,resolved,2026-03-23 00:10:35.182437,
disp_000166,txn_0095441,cust_007328,did_not_receive_goods,open,2026-08-18 13:59:08.182437,
disp_000167,txn_0095284,cust_007646,unauthorized_transaction,open,2026-05-23 08:15:36.182437,
disp_000168,txn_0097463,cust_003113,unauthorized_transaction,resolved,2026-04-25 15:38:15.182437,
disp_000169,txn_0095033,cust_000813,account_compromised,open,2026-03-20 06:55:12.182437,
disp_000170,txn_0094012,cust_000296,account_compromised,open,2026-07-10 17:49:31.182437,
disp_000171,txn_0096888,cust_004113,did_not_receive_goods,open,2026-06-20 09:28:13.182437,
disp_000172,txn_0095196,cust_002654,unauthorized_transaction,open,2026-04-09 11:26:18.182437,
disp_000173,txn_0100321,cust_001002,unauthorized_transaction,open,2026-07-07 18:22:52.182437,
disp_000174,txn_0096730,cust_001562,account_compromised,resolved,2026-05-16 20:23:46.182437,
disp_000175,txn_0097051,cust_002390,account_compromised,open,2026-07-23 21:57:52.182437,
disp_000176,txn_0099778,cust_006418,account_compromised,open,2026-07-15 07:46:16.182437,
disp_000177,txn_0094187,cust_009799,did_not_receive_goods,resolved,2026-04-22 20:57:25.182437,
disp_000178,txn_0098521,cust_003743,did_not_receive_goods,resolved,2026-07-12 14:25:49.182437,
disp_000179,txn_0094956,cust_007610,unauthorized_transaction,resolved,2026-03-29 01:20:09.182437,
disp_000180,txn_0097857,cust_008938,unauthorized_transaction,resolved,2026-04-09 23:18:31.182437,
disp_000181,txn_0094842,cust_007879,account_compromised,resolved,2026-06-03 07:36:49.182437,
disp_000182,txn_0094764,cust_004949,did_not_receive_goods,resolved,2026-06-06 14:20:47.182437,
disp_000183,txn_0094402,cust_005368,did_not_receive_goods,open,2026-04-10 03:41:48.182437,
disp_000184,txn_0097520,cust_008885,did_not_receive_goods,open,2026-04-12 02:54:50.182437,
disp_000185,txn_0097436,cust_002569,unauthorized_transaction,resolved,2026-06-25 15:39:34.182437,
disp_000186,txn_0098172,cust_008932,did_not_receive_goods,open,2026-05-29 11:25:03.182437,
disp_000187,txn_0095356,cust_009515,unauthorized_transaction,resolved,2026-05-06 16:03:50.182437,
disp_000188,txn_0097082,cust_002037,unauthorized_transaction,resolved,2026-06-21 17:24:28.182437,
disp_000189,txn_0098785,cust_000558,unauthorized_transaction,open,2026-08-15 12:42:02.182437,
disp_000190,txn_0094252,cust_000216,account_compromised,resolved,2026-08-14 06:53:34.182437,
disp_000191,txn_0094854,cust_000202,account_compromised,resolved,2026-04-04 15:56:28.182437,
disp_000192,txn_0094755,cust_008283,did_not_receive_goods,resolved,2026-07-27 00:43:22.182437,
disp_000193,txn_0094828,cust_006861,account_compromised,open,2026-06-16 17:18:44.182437,
disp_000194,txn_0095239,cust_006574,unauthorized_transaction,resolved,2026-06-05 02:49:34.182437,
disp_000195,txn_0100403,cust_001681,account_compromised,resolved,2026-06-19 16:30:51.182437,
disp_000196,txn_0094517,cust_008773,unauthorized_transaction,resolved,2026-05-25 00:50:41.182437,
disp_000197,txn_0098718,cust_004176,account_compromised,open,2026-05-10 10:38:59.182437,
disp_000198,txn_0096634,cust_002029,unauthorized_transaction,open,2026-04-03 15:26:55.182437,
disp_000199,txn_0098739,cust_009665,account_compromised,open,2026-04-25 11:48:09.182437,
disp_000200,txn_0098771,cust_004914,unauthorized_transaction,open,2026-08-14 20:32:20.182437,
disp_000201,txn_0099757,cust_002466,unauthorized_transaction,resolved,2026-04-16 21:12:13.182437,
disp_000202,txn_0098096,cust_003014,account_compromised,resolved,2026-03-29 19:09:11.182437,
disp_000203,txn_0096204,cust_007199,account_compromised,open,2026-07-20 10:22:40.182437,
disp_000204,txn_0094390,cust_000047,account_compromised,resolved,2026-05-07 03:45:13.182437,
disp_000205,txn_0097203,cust_003278,did_not_receive_goods,resolved,2026-05-26 16:22:49.182437,
disp_000206,txn_0096013,cust_002206,did_not_receive_goods,resolved,2026-03-15 12:13:10.182437,
disp_000207,txn_0095775,cust_008626,did_not_receive_goods,resolved,2026-07-07 22:44:43.182437,
disp_000208,txn_0100102,cust_000381,unauthorized_transaction,resolved,2026-07-19 01:35:57.182437,
disp_000209,txn_0097710,cust_007446,unauthorized_transaction,resolved,2026-04-05 11:58:25.182437,
disp_000210,txn_0094003,cust_009582,did_not_receive_goods,resolved,2026-04-26 11:02:25.182437,
disp_000211,txn_0100099,cust_004423,unauthorized_transaction,resolved,2026-08-06 23:10:45.182437,
disp_000212,txn_0099787,cust_004527,did_not_receive_goods,open,2026-08-02 15:50:40.182437,
disp_000213,txn_0096220,cust_008913,unauthorized_transaction,resolved,2026-03-05 18:56:58.182437,
disp_000214,txn_0098786,cust_000558,unauthorized_transaction,resolved,2026-08-14 19:08:02.182437,
disp_000215,txn_0097472,cust_007965,account_compromised,open,2026-05-15 16:43:36.182437,
disp_000216,txn_0096322,cust_003304,account_compromised,resolved,2026-08-07 19:20:10.182437,
disp_000217,txn_0096536,cust_004155,did_not_receive_goods,open,2026-05-19 11:14:32.182437,
disp_000218,txn_0098566,cust_000835,account_compromised,resolved,2026-08-02 09:23:08.182437,
disp_000219,txn_0095547,cust_006341,did_not_receive_goods,resolved,2026-07-12 00:51:45.182437,
disp_000220,txn_0098515,cust_007082,account_compromised,open,2026-07-23 05:46:25.182437,
disp_000221,txn_0099430,cust_000836,did_not_receive_goods,resolved,2026-06-20 09:56:38.182437,
disp_000222,txn_0096645,cust_009623,account_compromised,open,2026-06-10 02:03:07.182437,
disp_000223,txn_0094064,cust_009867,account_compromised,open,2026-06-11 12:47:23.182437,
disp_000224,txn_0097449,cust_001655,did_not_receive_goods,open,2026-06-05 04:28:06.182437,
disp_000225,txn_0098682,cust_002204,unauthorized_transaction,open,2026-07-27 12:49:45.182437,
disp_000226,txn_0099843,cust_002132,did_not_receive_goods,resolved,2026-03-11 14:05:35.182437,
disp_000227,txn_0096575,cust_006683,unauthorized_transaction,resolved,2026-07-23 18:48:46.182437,
disp_000228,txn_0099073,cust_007934,did_not_receive_goods,open,2026-06-04 22:24:54.182437,
disp_000229,txn_0099779,cust_006418,unauthorized_transaction,resolved,2026-07-15 01:47:57.182437,
disp_000230,txn_0096139,cust_007470,unauthorized_transaction,open,2026-08-20 06:51:22.182437,
disp_000231,txn_0097642,cust_005146,unauthorized_transaction,resolved,2026-07-11 14:35:25.182437,
disp_000232,txn_0098236,cust_006724,did_not_receive_goods,resolved,2026-08-21 15:37:12.182437,
disp_000233,txn_0099559,cust_009308,unauthorized_transaction,resolved,2026-05-04 00:45:12.182437,
disp_000234,txn_0098271,cust_003783,unauthorized_transaction,resolved,2026-07-20 05:32:19.182437,
disp_000235,txn_0098635,cust_000340,unauthorized_transaction,open,2026-04-30 09:38:11.182437,
disp_000236,txn_0095822,cust_002798,account_compromised,open,2026-03-29 10:02:44.182437,
disp_000237,txn_0096009,cust_002206,account_compromised,resolved,2026-03-14 06:03:29.182437,
disp_000238,txn_0095752,cust_001081,account_compromised,resolved,2026-04-19 02:50:45.182437,
disp_000239,txn_0096997,cust_009238,did_not_receive_goods,open,2026-05-30 18:57:10.182437,
disp_000240,txn_0094221,cust_004714,did_not_receive_goods,resolved,2026-08-23 22:27:17.182437,
disp_000241,txn_0096957,cust_009208,account_compromised,open,2026-04-20 00:00:07.182437,
disp_000242,txn_0097947,cust_003935,did_not_receive_goods,resolved,2026-05-14 22:48:38.182437,
disp_000243,txn_0099195,cust_008625,unauthorized_transaction,resolved,2026-03-19 11:31:02.182437,
disp_000244,txn_0099148,cust_006930,unauthorized_transaction,resolved,2026-08-24 01:11:37.182437,
disp_000245,txn_0099052,cust_007820,did_not_receive_goods,resolved,2026-04-10 11:23:18.182437,
disp_000246,txn_0096993,cust_009238,unauthorized_transaction,open,2026-05-29 03:59:50.182437,
disp_000247,txn_0095815,cust_005680,unauthorized_transaction,resolved,2026-05-20 13:48:40.182437,
disp_000248,txn_0099380,cust_005369,did_not_receive_goods,open,2026-03-28 15:09:38.182437,
disp_000249,txn_0099725,cust_005405,did_not_receive_goods,open,2026-05-25 14:39:22.182437,
disp_000250,txn_0096698,cust_006704,unauthorized_transaction,resolved,2026-03-23 00:55:36.182437,
disp_000251,txn_0096855,cust_009110,account_compromised,resolved,2026-06-12 00:02:10.182437,
disp_000252,txn_0100010,cust_004530,did_not_receive_goods,open,2026-08-17 21:28:09.182437,
disp_000253,txn_0097139,cust_007392,did_not_receive_goods,open,2026-08-15 10:49:54.182437,
disp_000254,txn_0098720,cust_009027,unauthorized_transaction,resolved,2026-05-24 15:27:43.182437,
disp_000255,txn_0099066,cust_009334,unauthorized_transaction,open,2026-03-09 21:50:05.182437,
disp_000256,txn_0100064,cust_003497,account_compromised,open,2026-06-14 19:44:53.182437,
disp_000257,txn_0100186,cust_003360,unauthorized_transaction,open,2026-03-31 14:39:39.182437,
disp_000258,txn_0094940,cust_006459,did_not_receive_goods,open,2026-04-05 06:20:35.182437,
disp_000259,txn_0098500,cust_008786,account_compromised,resolved,2026-06-17 08:37:58.182437,
disp_000260,txn_0096676,cust_005237,unauthorized_transaction,open,2026-04-17 07:43:28.182437,
disp_000261,txn_0096665,cust_005237,did_not_receive_goods,resolved,2026-04-19 12:44:48.182437,
disp_000262,txn_0096356,cust_001529,did_not_receive_goods,resolved,2026-07-06 00:13:00.182437,
disp_000263,txn_0096589,cust_008612,account_compromised,resolved,2026-07-03 11:14:30.182437,
disp_000264,txn_0100160,cust_004693,did_not_receive_goods,resolved,2026-08-16 10:42:40.182437,
disp_000265,txn_0098365,cust_006455,unauthorized_transaction,open,2026-05-16 19:37:09.182437,
disp_000266,txn_0098118,cust_007841,account_compromised,resolved,2026-07-17 15:14:00.182437,
disp_000267,txn_0096149,cust_000157,did_not_receive_goods,resolved,2026-08-18 00:08:09.182437,
disp_000268,txn_0097807,cust_006332,account_compromised,resolved,2026-03-07 17:38:12.182437,
disp_000269,txn_0096727,cust_007024,unauthorized_transaction,resolved,2026-05-02 22:23:11.182437,
disp_000270,txn_0097792,cust_004071,did_not_receive_goods,open,2026-07-22 14:16:57.182437,
disp_000271,txn_0096917,cust_001588,did_not_receive_goods,open,2026-08-02 01:06:54.182437,
disp_000272,txn_0096085,cust_006064,did_not_receive_goods,open,2026-07-03 21:36:17.182437,
disp_000273,txn_0096657,cust_008211,did_not_receive_goods,open,2026-04-03 11:24:05.182437,
disp_000274,txn_0096971,cust_007606,account_compromised,open,2026-03-12 14:47:06.182437,
disp_000275,txn_0096287,cust_009112,unauthorized_transaction,open,2026-06-29 04:04:43.182437,
disp_000276,txn_0094279,cust_009042,unauthorized_transaction,open,2026-05-27 05:13:38.182437,
disp_000277,txn_0095361,cust_008252,did_not_receive_goods,resolved,2026-03-17 18:28:49.182437,
disp_000278,txn_0098676,cust_007742,did_not_receive_goods,resolved,2026-08-29 13:35:59.182437,
disp_000279,txn_0099044,cust_003248,account_compromised,resolved,2026-04-06 19:08:30.182437,
disp_000280,txn_0096336,cust_009646,unauthorized_transaction,open,2026-07-23 02:29:28.182437,
disp_000281,txn_0096021,cust_008578,did_not_receive_goods,open,2026-08-17 18:53:23.182437,
disp_000282,txn_0097719,cust_007446,did_not_receive_goods,resolved,2026-04-06 20:00:25.182437,
disp_000283,txn_0096648,cust_009623,unauthorized_transaction,open,2026-06-08 18:19:09.182437,
disp_000284,txn_0099039,cust_004086,account_compromised,resolved,2026-07-09 21:56:19.182437,
disp_000285,txn_0099548,cust_005816,account_compromised,open,2026-07-11 12:58:57.182437,
disp_000286,txn_0095914,cust_007458,account_compromised,open,2026-04-15 07:11:08.182437,
disp_000287,txn_0099504,cust_002581,did_not_receive_goods,open,2026-06-19 22:53:35.182437,
disp_000288,txn_0097289,cust_003969,unauthorized_transaction,open,2026-08-21 21:18:23.182437,
disp_000289,txn_0097684,cust_004567,unauthorized_transaction,resolved,2026-05-02 08:16:57.182437,
disp_000290,txn_0096943,cust_001024,account_compromised,resolved,2026-04-15 07:49:15.182437,
disp_000291,txn_0094730,cust_001154,account_compromised,open,2026-05-30 01:06:34.182437,
